sentence1	sentence2	label
麻烦查询下还清了吗	我是否已经还清？	1
何时会邀请我使用微粒	可以现在邀请一下吗？我真的很急	1
到哪里看微信图标	你们到底有没有得借的	0
借款必须全部还清才能二次借吗？	我之前贷的一次性还清，为什么还不可以贷	0
可以借贷么	还清，什么时候可以在贷	0
我是怎么绑定卡啊	原来的卡遗失了，先重新绑定卡	0
是因为主动还款的原因不能用了吗？	现在不能还款吗	0
一般申请借款后多长时间银行电话确认	18:26申请的，现在还没接到确认电话	0
如果才可以通过综合评估？	如果不通过如何改正？	1
以前的手机号收不到验证码，	我验证码收不到怎么办	0
香港的身份証可以申请吗？	在哪身份认证	0
下载好了怎么不显示微粒货	2,下载APP打不开怎么办？	0
请问我可以借到吗	请问我的借款申请成功鳓吗？	0
能借钱吗	借点钱	1
额度太少	没额度	0
不能提现？	可不可以透支？	0
什么是未满足我行审核	刚刚有人打电话来核实我的身份信息，我想知道是否有这回事	0
请问怎样更改之前预留的手机号码	电话验证手机更换	1
有额度但是借款时显示综合评分不足是什么情况？	为什么综合评分不足，无法借钱	1
登陆不了，怎么回事？	怎么登录又闪退？	0
咋样增加额	10000借一个月是多少利	0
你好我想问下我提前还清贷款了你们可以给我打还清贷款的证明吗	已还清有没有还清证明？	1
为什么我没有接受到邀请呢	为什么我没有受邀请	1
30号申请了借款，今天1号了没有收到电话确认，你说呢？	下午四点借款的，当天会打电话来确认吗？	0
不能提前全额还款？	你好我想问一下我要是借钱后可以一次性还清吗？	1
如果不用了怎么关闭微粒贷？	帮忙关闭微粒贷谢谢	1
我而页面没提醒	还不能用白	0
可以绑定几张银行卡	银行卡	0
多久打电话	多久会再来电？	0
怎么关闭微粒借贷	如何删除微粒贷啊	1
确认份额延长	要多少份额才有资格	0
身份信息输入错误	为什么总是显示身份信息输入错误	0
为什么老是借款失败呢？	为什么我钱贷不出来呢	1
为什么总是借贷失败	为什么我微粒贷不成功	0
支持银行卡	为什么转账成功了可我的卡里没有钱	0
不可以从微信里还么？	从微信还钱	1
微粒贷的优惠券	在哪里获得优惠券	1
你好，我想把我的还款日期推迟到13号，请问可以吗	还款日期怎么改	0
借款可以用于发红包吗	不可以炒股吗	1
10000元一日多少息？	一日利息多少	1
内外部综合评分是什么	不是在评分吗？	0
你妹的微众银行原来是个空壳子，目的是想让人把钱往里存，理什么财什么交易风险评估？不评估下微众银行本身的风险吗？	金融危机	0
微众银行	怎么办信用卡	0
3:为什么无法查看额度	为什么这么久额度没有提升	0
1借款失败	为什么会审核未通过	0
在哪里能找到还款记录表	我还款记录良好啊	0
1000分十个月还，每个月还多少	你好，我不明白怎么还款，请问，能不能举例说明啊。比如借一千元，每个月还多钱？是越还越少吗？利息随本金减小变少。	1
借款后几时能收到银行的确认电话？	借款后多久接到电话	1
4185还款芯片坏了，更换了	你好，请问我想换一张银行卡还款，要怎么改	1
借款没成功前，可取消借款吗	取消借款申请可否	1
等待电话确认	我申请好几天了，也没审核过，不知道是啥情况	0
取消借款申请可否	取消刚才借款	1
如果我的绑定银行不是你们指定的银行，是不是不能借款	贷款不是要电话确认吗	0
一般多久才有审核电话	一般申请后，多久打电话过来	1
QQ有微粒贷，而微信没有	我现在用紧微粒贷，额度七万多，还了四个月，从不逾期	0
7抢购活动	享受不到福利啊	0
为什么我开户老是失败	为啥邮政的开户不了？	0
一日的利息多少	一个月多少钱利息	0
0.05一月一千是多少利息	0.05%，3000元年利息多少	0
要填写支付密码	密码输错次	0
可以删掉借还记录吗	还款记录是有的	0
怎么说我综合评估不过	怎么来看综合评分	0
20号卡内有钱为什么还逾期	你好4月26日还款，是不是25日24点前存入	0
下个月18日我应该还多少	一周内全额还款……	0
1:看不到微粒图标	1何时邀请	0
提前还完能再借吗	借款能够使用多久	0
QQ里边没有微粒贷？	什么条件才有微粒	0
两千五借一个月是多少利息	你好，咱们微粒贷的利息是多少的	0
为什么会没通过	为什么会提示评审不通过啊	1
I．何时才有微粒贷	一般多久才能贷款	0
怎样查询微粒贷的额度	微粒贷没有额度	0
能否取消授权	等待电话期间如何取消借款？	1
有图标但是开通不了怎么回事	你好，请问现在怎么打不开微众银行app了，显示网络异常	0
如果我提前还款，利息也是一样缴这么多吗	如果提前还清所有借款，利息是怎么样算的	1
10000元，连本带利一个月要还多	10000借20个月每月还多少	1
.开通	开通借款	0
我怎么开通不了微粒贷	开通方法	0
开通个人货款	1:微粒贷可以申请吗	0
那么是以什么来衡量的	怎样信用评估呢	1
什么银行卡能转到微众银行	准贷记卡	0
一般借钱后多长时间银行会打电话确认验证？	借款后多久有电话过来	1
你好！我还款账号款是够的，怎么会还款失败？	主动还款必须是还清全部欠款啊！	0
为什么微粒贷15分钟没到账	Hey。我没有收到新年红包	0
亲昨天我申请了借款需要才可以到账	后期多久开通	0
还清证明	还款后能出具还清证明吗	1
为啥钱包里还看不到啊	为什么人工台没有人服务	0
如何申请提高额度怎样提高额度	:请问下我可以提额	0
我绑定微信的电话号码已经更改	我换手机号	1
受邀微粒贷客户偏好行为	什么时候我才可以受邀啊	0
开通帮我开通微粒贷	开通条件	1
你好，我的借款还清了，可以给我一份还款凭证吗？	你好麻烦给我打个还清证明	1
五点再扣	我3月2号有还款，怎么没有记录	0
您好，如果我提前结清，微粒贷会有额度吗？	你好，我问下，这次借的钱还清了以后可以马上再借吗？如果可以额度会不会高些？	1
怎么我的帐号登录不了APP呢？	怎么我的账号登陆不了？	1
请再打一次	没接到	0
微信的微粒随心贷跟这个QQ的微粒贷是同一个平台嘛？	qq微粒贷和微信上面有什么区别	1
QQ钱包没看到微粒贷啊	QQ钱包进去没有呀	1
开通下	，求开通	1
何时会激请我使用微粒货	乃你们可以邀请我不	0
8500的息一个月是多少	一万元，一个月是要扣多少利息？	1
我原本有微粒贷的，怎么突然消失了	我有7500的微粒贷的怎么不见了	1
如果预留在银行的手机号码更改了更改绑定号码了怎么办？	手机号已更改为	1
为啥我没走微粒贷	QQ有人专门做微粒贷的那个是不是真的	0
iphone7的抢购	iPhone7抢购活动	1
分期后提前还款还要利息么？	分期后提前还款还收利息嘛	1
咱这个利息多高啊	借六万用一季度利息多少	1
我在微信里找不到借钱	就是说微信钱包里面找不到你们说的	1
为什么提示我未满足微众银行的要求？	上面写的，我未满足微银审核要求，是为什么呢	1
假如贷款怎么还款	借钱怎么没有一个月还钱	1
申请后多长时间接到确认电话	需要多久	1
借款可以不分期给，大概一星期还完	微粒贷借款之后需要每月还吗？	0
什么时候再能借	下一次要什么时候有得借	1
下款多久	何时能受邀开通微粒贷	0
广东深圳这个电话怎么还没打过来	QQ上有邀请	0
为什么银行没有自动扣款？	17点扣款失败	0
我在银行有一笔贷款需要我先把微粒贷的贷款还清，我刚才已经还清了，但是你们怎么出证明我已经还清了呢？	还款后是否有结清证明	1
请问成为微利贷的客户须要些什么条件	因创业需要，能不能立即佣有微粒	1
日利息多少	前段时间借了10万元，现在先还8万元。	0
微粒贷需要什么条件？	微粒贷客服电话	0
怎么修改还款卡	卡号变更如何还款	0
想成为微粒客户	想借钱	1
为什么在微信里没有你们的logo	何时会邀我开通	0
还是不行	个人信息核实不通过是什么问题	0
为什么没有提前还款的功能	不可以提前还清所有款的吗	1
为什么我微粒贷不能开通	为什么我有现金贷却没有微粒贷	1
卡里的钱可以取现吗	借款只是刷卡消费还是取现消费	1
不要再来了。	不要给我回信息了。	1
不开放给我还要发信息给我	为啥别人手机都开通可，我的手机没开放微粒贷	0
如何满足审批条件	几天审批通过	0
申请何时下款	我昨晚把钱汇到卡上去	0
绑定银行卡	请问之前绑定的银行卡怎么删除	0
现在可以打电话过来给我吗？	现在可以打电话过来嗎？	1
iPhone7抢购活动，需要利息或者其他使用条件？	他发的那段消息会让苹果手机的微信出现闪退、点不进去群里面，并且连手机都会出现重启情况，	0
不是说有电话确认吗？没有接到过电话哦	多久会打来	0
在哪可以进入微粒贷	在哪可以	1
我提款预留手机号是我之前的手机号码	怎么更换手机号	1
咋样才会被邀请	咋晚我申请了徽粒贷，怎么到现在还未电话确认	0
我已经申请借款了要等电话确认，请问电话要多久能打给我	你好，请问微粒贷利息怎么算的？	0
我10.26借款19000为什么借据显示9.26	怎样打祥细帐单	0
你好，我还没接到电话	为什么工作人员还未与我联系	1
如何把微众卡的钱转到绑定的银行卡	那你说说，如何办银行卡	0
你好，能不能跟我开个结清证明电子版	你好，我还完款能给我开个结清证明吗	1
在哪查看微粒贷	入口	0
说未满足微众银行审批要求，操作不了	请问下我的这个显示可以贷3500现在怎么说不符合审批要求呢	1
微粒袋的日利息	微粒代计算器	0
何时会邀请我使用微粒贷没有微粒贷可以申请吗	何时邀请我使用微粒货	1
总额度为什么会下降？	微粒贷长时间没用会被降低额度吗	0
晚还款一天会造成逾期吗	还款时间有几天不逾期？	0
今天怎么没发扣钱信息	为什么我扣款还没处理好	1
为什么我是受邀客户，却不符合审批条件	提示我未达到微银行审批要求是怎么回事	1
你好，可以直接取现金吗	你好、这个钱可不可以提现的？	1
谢谢你，我不需要	我取消对你关注	0
一般要等几天	一般打电话要等多久	1
2日怎么没有扣款	我已资金充足没有扣款啊	1
以前的卡丢失了，现在帮定了别的卡可以吗	换卡处理时间	0
为什么受邀了审核不通过呢	为什么审批这么慢？	0
你好，到我咨询了吗	我前天申请19000，分五个月利息是八百多。今天同样申请怎么要1126呢？	0
如何认证	如何认证身份	1
能取现吗	周末提现延迟？	0
qq里面没有微粒贷	我的Q和微信怎么沒有微粒贷	1
解绑了	账号绑定	0
怎么没来电呢	3未来电话审核怎么办？	1
如何降低额度	现在还没有到，是不是虚假的？额度又减少了	0
人脸识别怎么老失败啊	你好，想问下，我绑定卡为什么显示手机号码和卡号不对	0
我的显示身份验证多次失败无法借款？怎么回事？	日0.05可是算好像不是这样算的	0
全部还款后，是不是跟着就可以在贷？	如果中途还款一部分怎么算	0
我现在换卡，没法还款怎么办	请问怎么现在不能还款呢？	1
我微信里没有微粒贷。这么搞得	我怎么没微粒贷	1
还款银行怎么修改	怎样改金额分几次还款	0
以前的卡丢失了，现在帮定了别的卡可以吗	你好，可以换银行卡还款吗？	1
我想解除银行卡怎么解除	注册会员	0
借了两次都失败为什么？	为什么申请未通过	0
不要借了	不借了，不用打电话了	1
可以绑定信用卡吗	信合怎么办	0
为什么我的钱没到账	借款了但是沒有收到	1
预留电话变更了	电话不一致怎么修改	1
身份证认正	补全身份证是写姓名吗	0
还没接到电话！	我到现在还没接到电话	1
解除绑定	可以提现或者充话费的吗？	0
改换还款人和银行怎样操作	如何改为5个月还款	0
取消微粒借贷	一般什么时候会有电话通知	0
一直是输入验证码反复出现这样的提示	借款短信验证码	0
一千元日利息多少钱	18000日息多少一天	1
怎么成为微粒贷邀请人	不是邀请客户	0
我想开个结清证明	我还清了，能不能给我结清证明	1
我提前还款了。还可以贷款	5.如何提前还	0
一个版本苹果5s支持么	不支持苹果5S的吗？	1
额度14000可以借	额度12000，只申请2000，剩下的一万的额度还有	0
我朋友的微信点钱包进去就可以借贷我的怎么点进去没有呀	为什么我的微信钱包里没有微粒贷这个应用呢？	1
那家银行	软件支持什么银行	1
怎么操作	如何使用这个业务	0
开通好吗	为什么我无法开通	0
预期罚息和利息	就是这个月没还钱，逾期罚多少	1
可以做什么用处	那你叫啥	0
几天批款	何时会下来	1
上交资料	什么信息格式就可以	0
干嘛呢我没	我微信消费超过20万还没有资格	0
你们这个微粒贷是要达到什么标准的，为什么有人的手机微信可以，有些又不行的呢	只有苹果系统才能使用微粒贷吗	1
为什么输入验证码后就没反应了？	到最后验证码的下一步怎么失败的，请教我一下，	1
几天能下	何时会放款	1
刚才我买了齐鲁稳固21我选的本金滚入下期现在我想本金到期后进入微众卡怎么办？	请问齐鲁稳固21天理财下一期哪天开始计息？	0
为什么我的微粒贷还没开放？	为什么我的微信钱包里没有微粒贷这个应用呢？	1
微信QQ登陆不了	为什么最近QQ号和微信号都登录不了了	1
微粒咨询电话号码多少	客服电话号码是多少	1
怎么更改手机号码	手机绑定号码更改	1
几号开放	主要你们系统大概什么时间发送邀请呢	1
通知你妈，没给我微粒贷，还要通知我	打电话问过银行了，没有收到到款消息，是不是没放款啊。	0
17点还扣一次，钱打卡上了	一直没还会怎样	0
在微粒借钱可不可提到银行卡的？	微粒贷放款银行	0
借款申请	借款额度	1
微粒贷联系电话多少啊	总行电话多少，网址？	0
为什么无法查到额度	为什么会显示不能查看额度	1
借还款记录可以删除吗	我还款记录良好啊	0
能否取消授权	点错了取消借款	1
我有一笔借款昨天晚上借的电话打来的时候我没接到怎么就一直没电话确认了	我的确认电话还没来。这是为什么	1
你好！请问我的另外一个微信没有微粒贷？	怎样申请微粒贷	0
成功开通借款，但目前还不需要如何取消	想取消贷款可以吗	1
我想把银行卡换成之前的第一个	支持的银行	1
没有在17点前扣还款阿	没有当月主动还款的服务吗	0
QQ钱包的钱怎么转到微众银行里？	3月2号转入的钱怎么没收益	0
有图标，但是无法查看信用额度	怎么办理？	0
何时会邀请	何时要请我	1
我是苹果手机	苹果手机什么时候可以使用	1
Kaitlmn开通微粒	/想开通	1
微信借钱跟QQ借钱有区别么	微粒代在哪里的呢？	0
为啥我不是微粒贷的内测客户呢	我为什么不能贷款	0
审核人员联系我如果我换了号码请问怎么弄呢？之前的号码没有用了！	如果将原来的电话号码改成现在的电话号码呢？	1
还没有电话联系我呢	什么时候再打电话给我	1
提示已开通，但审核没通过是什么原因？	审核需要哪些标准	0
能否给我发个电子版结清证明	请问结清证明在那里下载	0
为什么我没微粒贷	我咋没微粒贷	1
我未满足微众银行审批要求是咋回事	人行征信不对	0
什么时候可以正常借款	什么时候可以开通贷款功能。	1
微信贷如何计算息	0.05%利率是百分只五？	0
我的微粒贷还款后无法再借	还款后无法再贷？？？	0
为满足银行审批	审批未通过	1
需要结清证明	我的还清证明开出来了吗	1
现在贷款	你们可以贷款给我吗	1
你好，我有一次还款逾期2天才还款，请问这样对我的个人征信有没有影响？	你好！请问如果我1000还款逾期几天还清，会不会影响到信用，会怎么罚息？谢谢	1
我在银行有一笔贷款需要我先把微粒贷的贷款还清，我刚才已经还清了，但是你们怎么出证明我已经还清了呢？	我前面借款11000元已全额还清！能发个证明过来吗？	1
你好，借来的可以提现吗	借款可以提现出来么	1
还款期怎么改	怎样改金额分几次还款	0
你好，怎么更改电话号码	银行预留电话已更改怎么办	1
为什么我被推广了，但没有额度	为什么没有额度信息呢？	1
在那里办	几时申请到	0
微众银行账户有保险吗？被盗有赔偿吗？	我还是找不到微信钱包里面，你们说的微粒货款丫	0
为什么会说我那不符合呀	为什么前面可以贷，现在综合评估不通过呢	0
今天还款失败，下次是什么时候自动还款	我的微粒贷用不了	0
办理分期后可以提前还款吗，利息怎么计算	十天就还款利息怎么算	1
微粒借贷款绑定银行卡丢失了	微粒贷想重新绑定银行卡	1
就是我民生银行卡之前是预留152号码，现在下午刚换了186号码。	修改验证码接收电话	1
10月5号的款到期了，为什么不扣	你好为什么还没扣出还款	1
是不是提前还清上比贷款，立马就可以贷下一比	我提前还清钱	0
快点	我腾讯信用优秀，我同事微粒贷额度5万，我为什么500都没有	0
我要额度.	申请额度	1
换手机号	怎么能换新的手机号码呢	1
“如何提高额度"如何提高额度“如何提高额度”	、问一下怎么提高额度	1
上个月已经借了一千元，然后这个月再借两千元，利息怎么算？	如何计息	0
为什么微粒货不对我开放	不能提前开通吗？	1
一般申请了多久打电话	一般多长时间银行回会打电话	1
10000按20期还款利息是多少	40000每个月得还多少	0
借贷需要提供什么资料	不给开还发什么消息	0
我要关闭微粒货	注销账户	1
怎么样提高自己的借款金额	如何提高额度	1
我怎么没微粒贷标志？	我想了解借款要哪些手续	0
为什么单笔最多借款40000	一天为什么最多只能还8万	0
怎么样更改电话号码	更换手机号	1
还款具体时间	你好，我银行卡中有足够余额，但是还款日没有自动扣除钱，不知有什么问题	0
随借随还，借几天都可以吗	有没有不用分期，限期全部还清就可以了的?	0
审核失败是啥意思	哪些会不通过审核	1
不好意思啊，刚才没听见	一般提交申请后多长时间可以有人打电话审核	0
你好，我要换绑定银行卡	之前绑定的银行卡丢失，现在需重新绑定银行卡	1
不好意思，刚刚我弟弟胡乱玩我的手机借钱，不是我要借，请取消借款，很抱歉	取现收费不	0
服务号码	平安银行电话是多少	0
以前我钱包里面有显示微粒贷的现在怎么消失了？	微粒贷入口消失了	1
刚才扣款失败了	为何今天自动还款失败?	1
还是开不了	我都开不了户	1
请问我昨天逾期还款了，怎么办？	还款逾期了怎么办？	1
无法满足审批要求	是什么原因借贷不成功	0
为什么我开户办不了？	开户失败什么意思	1
30000利息是多少	1万利息是多少	1
不好意思刚才没接到电话	一般多久接贷成功	0
为什么我转微众卡，老是处理失败了？	出错怎么解决	0
今天是还款日，为什么没有扣款	你好为什么没有扣款呢	1
未满足要求，无发借钱	未满足你们的审批	1
在那里点	怎么才能有微粒	0
17点之前沒扣	上面发错了，是两次扣款都没成功	0
你好你们这个必须分期还款吗？	你好，我刚借了39000，我想问每月几号还款	0
怎么换手机号	手机掉了	1
什么时候我才可以借钱	下次借贷什么时候	0
修改电话号码	我这个手机号码更换了	1
如果一次还请还需还多少	如何看到还款明细	0
10000块一天的利息是多少	5500需要换多少利息？	0
1.可以申请	1.没有微粒货可以申请吗	1
你好，借款只能分期还吗？？	不分期可以吗？	1
为什么我开不了户口的	为什么我开户总是说该账户已开过该币种账户但是我没有成功来过户	1
更换电话号码	能否更改微信绑定手机号	1
你好，我还完款能给我开个结清证明吗	你好，我的微粒贷己结清，现在要办一笔房贷，银行要求我提供结清证明和柜台流水，你们可以提供吗?	1
何时邀请我	为什么我无法开通	0
如果今天借钱后，明天全部还了，是不是免收违约金啊？	如果一个月后提前还款，收违约金？	1
审核失败还能再申请嘛	我在提前还款后再借，怎么就无法通过审核了？	0
1000元五期利息是多少	0.05一月一千是多少利息	0
怎么彻底关闭此页面？	可以关了吗？	1
为什么我按时还款后，现在说我不能贷款了	还款及时，为什么现在不能借了	1
你好我问下这个借款我可以从银行卡里取出来么还是职能用于消费	你好！请问借贷款可以提现吗？	1
为什么我没有收到激请	为什么一直没有接到确认的电话	0
我想问一下，我想把还款的借记卡改一下，怎么操作呢？	如何更换还款期	0
20个月利息怎算	当天借钱，当天还需要手续费吗？	0
你好如何升额	如何调升额度	1
你好，为什么降低我的额度	我的微粒贷怎么会降下额度。	1
今天没有扣款你好	你好！怎么扣不了款	1
開不了懂嗎	开不了户明明都是对的	0
信用卡不行吗	注销	0
现在不能登录	微信号被封了没法登录怎么解绑啊？	0
如何获取微粒贷的优惠券	微信优惠券	1
你好我想问一下可以提现金么	你好，可以取现金用吗	1
能帮我关闭微粒贷吗？	所以我就想取消微粒贷这个项目	1
'我昨天申请的，，怎么没有人打电话嘞	4点半说你打过来的捏，现在都几点路	1
银行没来电话我自己可以单方面取消借款吗	提前还款	0
是不是假的现在都没到账	5分钟没到帐就算了	1
借款支付密码又回验证码老是重复	卡号密码	0
为何我提交了还没有到账	已借款，钱迟迟未到账	1
我换手机号码了怎么办	号码更改了	1
我想撤消？	取消，对不起	1
我的扣款失败了，今天是还款日，我刚从外地回来，存上，麻烦扣款吧	我的款还进去了吗	0
为什么借款还没到账	I．何时才有微粒贷	0
为什么一定要分期呢	一期为多长时间	0
几点扣款	用几天交几天的利息是吗	0
如何揭升额度	一年多了怎么没有升额度	0
查看不了额度，不符合，是什么	我怎么看不到我的额度	1
怎么申请微粒贷？	我可以贷款吗	0
贷款后，你们有回访电话吗	借款后会有客服打电话吗	1
微粒贷失败的原因	为什么有额度，钱借不出来了	0
1、没解决我的问题	一上答案是否解决了你的问题	0
提前还清还能不能借？	提前还清欠款之后，多长时间可以再申请借款？	1
收款银行是哪家银行呢？	那些银行可以借	1
今天还清余款，再借出来，还款日期是几号？	今天还款日	0
为什么刚才显示通过评估，现在怎么显示未通过	为什么借款总是审核未通过？	1
你好！我是今天借的钱、什么时候可以到帐？	我的款什么时候能借出来	0
刚才没信号	刚才没有接到你们的审核电话	1
那么我20号还款期，在几号前可以手动还款	如果还款日银行卡里的钱不够呢	0
什么时候开始下一批试用户	如何使用才可以提额	0
不知道怎么还款	图片给你看了。哪里可以提前还款啊	0
以冲钱，可扣了，不好意思忘了	我借过钱，然后还了	0
我要降低信用额度	额度怎么降低了	0
我的身份验证授信额度	没有，身份验证时操作不了	0
为什么我没有额度可以用呢	我备邀请了，为什么没有额度	1
工商银行	为什么我办银行不支持呢	0
姓名身份证号授权身份验证	就是给你身份证号吗	0
开通借款	l怎么开通	0
为什么我的微信里没有微信贷功能	为什么关注了微粒贷但没有入口	0
怎么借贷如何还款利率多少	利息太高	0
怎么删掉微信的微粒贷我不需要了	我要删除掉微粒代款怎么删除	1
为什么我的没有通过	为什么我现在钱借不出来	1
今天借钱，明天就可以到账吗？确定	亲昨天我申请了借款需要才可以到账	1
你好，我的那个银行卡片坏了，今天刚换了银行卡，怎么修改呢	2.如何修改还款银行卡	1
银行卡绑定手机号更改了！为什么还是原来的手机号	我的手机号都更改了，怎么还是以前的号码	1
1.何时会被邀请	办理信用卡会不会查到我借款	0
姓名:手机号:QQ:身份证:	写身份证号不	0
如果我这个月借了30000块，下个月全部还完，还要付分期的利息	10个月还清	0
“菜单”	取更多菜单	1
能帮我关闭微粒贷吗？	我想把微信粒贷取消掉，怎么取消	1
微粒代利息多少	借款	0
为什么没额度出现，是哪里不对？	以还款的部分额度没有回复为什么	0
换手机也是一个	剛才借款的短信驗證碼發到我之前的綁定手機了	0
10000元一天多钱费用	为什么别人花钱能开？	0
提交申请，几天能下来呢	要多久能收到电话	0
意思是我现在还贷不成	我还款完了以后现在怎么不能借款了，是怎么回事	1
微粒贷提前还清还可以再次申请借款吗	请问提前还清会影响额度吗	0
7天免息	免息卷	0
提前还款，利息就截止到那天是吗？	使用几天就花几天的利息还是有固定期限	0
1000元扣多少利息啊	10000一天500利息啊	0
提前还当月贷款	可以提前还一部分嘛	1
我9号怎么没有自动还款	您好，收到银行通知说微粒贷扣款失败，麻烦客服查一下，的确是扣款失败吗？我这里银行卡里一直备有现金，准备随时还款。麻烦客服帮忙查一下问题出在哪里，谢谢！	0
多少天	提交申請后多久资金到帐	1
怎么没有	我为什么钱包没有微粒贷？	1
怎么销户	可以销户？	1
为什么有个朋友想借钱总是重复提示输入支付密码和验证码	为什么输了密码和验证码会一直反复让我输也没显示可不可以借钱呢	1
可以增加额度额度用完了	余额	0
身份信息输入错误	总是提示身份信息错误次数过多什么情况	0
多长时间才能批下来	国庆放款	0
开通	微粒贷体验	1
一般多久调一次额度呢？	可贷款额度是根据什么来的	0
超出最高限额	转出限额	0
如何重新绑定新卡	怎么改邦定的卡	1
一定要电话审核吗	一直在等电话.没响.直接未接来电	0
找人工	早就还清啦，怎么我的征信报告会有这种情况	0
一般什么时候电话第二次打过来	从来没有过来电	0
借款不能用于证券投资	借款不能用于购房和证劵投资。是什么意思	1
1500的利息是多少	一万块钱一个月多少利息	1
可以从新绑卡申请吗？	你好！我原来绑定的银行卡已经遗失，现在改成：工商5.	1
4月4号借钱，5月4号前提前还钱，不扣钱吗？	一次性还款的利息怎么算？	1
信用卡逾期还款过一次会影响借款吗	不是我不还是你们不扣呀	0
我的手机打开钱包怎么没微粒贷啊？	我的朋友手机上没有，可以申请吗	1
微粒失败原因	"借款失败"	1
无法换卡。	换卡功能	0
借款期限多久？	我忘记几号还款了	1
但是没联系我啊	两天了，怎么还没有给我打电话审核？	1
我想把他关掉，怎么操作	我怎样取消我的微粒贷？	1
一般多长时间来电话？	一般申请什么时候客服打电话	1
还款卡不用了，怎么更改还款卡	如何便改还款银行卡	1
没有人打电话过来，怎么说没人接	没有借款来电啊	1
不方便，过两天一起还	不会逾期撒	0
在哪里抢苹果7	iphone7支付	0
不管借款后几天都可以还款的是吗	不能提前还部分借款	0
未过审批	未满足条件是什么原	1
何时可以审核完成并放款	晚上放款拿	1
你们额度最高就是5500吗？	一笔最高借40000	1
没有人给我打电话是都下班了么	何时会第二次拨打确认电话	0
你好，怎么获得优惠券	优惠卡	0
怎么显示身份信息输入错误？	身份验证错误	1
我申请了多久联系我	等了20分钟电话都没打过来	0
不小心开启了不能关闭吗	一月五号贷了一万怎么没有收到还款提醒？	0
今天手机操作不了你	你好！我的微众银行使用微信无法登陆了，请帮忙解决。谢谢！	0
钱什么时候到呀	为什么审核要这么长时间了	0
撤销借款	有一笔借款等待银行确认，现在想取消，如何取消	0
我就借9天左右，可以提前还款吧	分期还款。可以提前还款吗	1
我想关闭微粒贷	没有借款提示	0
为什么不能通过呢？我不明白你们的标准	为什么我申请不了微粒贷	0
为什么邀请我了又没有额度	借款金额	0
未满足条件是什么原	未满足审批怎么办	0
为什么小米手机用不了	我是苹果系统没有的是吗？	1
查看借款记录	查不到借款记录	0
我换了手机号码怎么处理	银行预留手机号不对	0
为什么我贷款失败	有微粒贷的图标，就是借款失败	1
帮忙查下，我这边扣还款没？	什么时候检查的	0
我想看下自己的授权额度，怎么看不了	提示无法查看额度,就是不能贷款吗	1
如何得到优惠券	微粒贷的优惠券	1
怎么开通微粒贷	可以帮开通微粒贷吗	0
为什么我通过不了贷款	为什么我借款未通过啊？	1
为什么说我输入信息错误多次不能贷款	为什么我要借钱老是显示身份证多次输入错误	0
,开通	不是邀请人，怎么借款	0
如何申请货款	威力带怎样开通	1
免息优惠券领取	如何获得微袋免息卷	1
你好，我要关闭微粒贷！	关闭微粒贷	1
什么时候才能开能微贷	下一次要什么时候有得借	0
电话可以更换吗	你好，我要修改银行挷定电话号码了	1
银行卡绑定错误	我的借款绑定银行卡和股票交易是同一张卡，会有影响吗？	0
登录不了错误代码110404	怎么登陆不了	1
怎么操作的啊。你给我讲一下	微粒代怎么用	1
21号没扣钱	你好因为上午扣款失败，我已经存上钱了，为什么没扣，会不会影响信用	0
我在哪里看我的借还记录	找不到还款记录	0
还款后额度会减少吗	还清后会降额度吗	1
一共要还几期	4500分十期呢	1
4点半说你打过来的捏，现在都几点路	下午借的到现在也没有打电话来	1
办个卡	QQ能申请吗	0
结清证明开了吗	你好需要开具贷款结清证明和还款凭证	1
逾期到恶劣时，你们怎么处理的	推迟一天还款罚金怎么计算	0
7个小时过去了，为什么迟迟不到	以通过，就是钱没到位	1
为什么一直没有接到确认的电话	21号借500为什么只到账300	0
为什么我不符合审批条件	微众银行审批要求是根据什么审批通过的	0
可以开结清证明么	你好，请问我提前还清可以提供结清证明吗？	1
你们支持那些银行	支持哪家银行卡。	0
借40000元怎样算利息	为什么借款一万，第一个月应还的利息是300？	1
假如晚还了，有滞纳金没？滞纳金是按什么算	到期日17日，现在还利息怎么收？	0
如何受邀	如何是微贷邀请的用户	1
不想借款取消申请	我可以取消借贷	1
微粒失败原因	为什么我的微粒贷有额度，但是申请后显示申请失败	0
如果钱贷出，转到哪	亲、没有touken不可以借贷	0
卡丢了！换个邮政的可以吗	什么银行可以微粒贷不	1
可能我之前没有填身份验证	支持的银行	0
左在那里获得优惠券？	怎么得优惠卷	1
我要关闭借钱功能	怎么关闭这个功能啊	1
Aqq哪里下载	APP下载地址	1
为什么老是提示扣款不成功？我还款帐户上有足额的金额啊？	不能主动还款	0
一般是什么时候打	一天没收到电话	1
100元一天计息多少	100000一天多少息？	1
申请推迟几天还款可以吗	现在逾期了几天现在怎么还款？	0
提前还清借款额度会马上恢复吗？	提前还清，有没有影响	0
自动还款失败	我银行卡余额充足为什么自动扣款失败？	0
为什么借代不成功,	借钱失败	1
你未满足微众银行审批要求	几天审批通过	0
这么取消借款	能不能取消借款	1
还款期限可以延后一天么	推迟一天还款行吗？	1
开通w	开通为微粒贷	1
如何提高额度	多久提升一次额度	0
为什么我这没显示微粒贷	QQ的微粒货和微信的微粒货是一样的吗？	0
为什么还没有额度哟，我还要等好久	为什么我没有额度的呢	1
